@timestamp,@version,app_proto,cookies,dest_ip,dest_port,event_type,fileinfo,flow_id,geoip,geoip_ext,headers,host,http,in_iface,method,path,peer,pkt_src,post_data,proto,response_msg,sector,src_ip,src_port,status,t-pot_hostname,t-pot_ip_ext,t-pot_ip_int,timestamp,tx_id,type,uuid
2024-12-02T09:23:52.341Z,1,,{'sess_uuid': '203ffcd1-48c8-453c-9133-bef0c08d2e2d'},,80,,,,"{'country_code2': 'TH', 'timezone': 'Asia/Bangkok', 'region_name': 'Bangkok', 'asn': 45758, 'as_org': 'Triple T Broadband Public Company Limited', 'ip': '183.89.248.147', 'longitude': 100.4597, 'location': {'lon': 100.4597, 'lat': 13.7063}, 'city_name': 'Bangkok', 'country_code3': 'TH', 'region_code': '10', 'continent_code': 'AS', 'postal_code': '10110', 'country_name': 'Thailand', 'latitude': 13.7063}","{'country_code2': 'SG', 'timezone': 'Asia/Singapore', 'asn': 16509, 'as_org': 'AMAZON-02', 'ip': '18.142.228.230', 'longitude': 103.8503, 'location': {'lon': 103.8503, 'lat': 1.2868}, 'city_name': 'Singapore', 'country_code3': 'SG', 'continent_code': 'AS', 'postal_code': '17', 'country_name': 'Singapore', 'latitude': 1.2868}","{'cookie': 'sess_uuid=203ffcd1-48c8-453c-9133-bef0c08d2e2d', 'origin': 'http://18.142.228.230', 'host': '18.142.228.230', 'accept-language': 'en-US,en;q=0.5', 'accept': '*/*', 'ocs-apirequest': 'true', 'content-length': '0', 'connection': 'keep-alive', 'requesttoken': 'ZFo8HwAyPg8OHkMLKAkZDEk9CzU4SlQ5GjwALzxtGzg=:VbsjeTXabzl3jcwvzQctOs3xCO7axTLnOvbePZr95oI=', 'sec-gpc': '1', 'x-requested-with': 'XMLHttpRequest', 'accept-encoding': 'gzip, deflate, br', 'dnt': '1', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0'}",f88211c9d984,,,POST,/index.php/heartbeat,{},,{},,"{'version': '0.6.0', 'response': {'message': {'sess_uuid': '6f1e4835-435d-4392-a7ff-dd00fa707cd9', 'detection': {'order': 0, 'version': '0.6.0', 'name': 'unknown', 'type': 1}}}}",other,183.89.248.147,64607,200,poclab,18.142.228.230,172.31.28.38,2024-12-02T09:23:52.341942,,Tanner,9cc163dc-5b0c-462d-8cdf-803224f6cbf2
2024-12-02T09:23:52.373Z,1,,,172.31.28.38,80,http,,178672854811347,"{'country_code2': 'TH', 'timezone': 'Asia/Bangkok', 'region_name': 'Bangkok', 'asn': 45758, 'as_org': 'Triple T Broadband Public Company Limited', 'ip': '183.89.248.147', 'longitude': 100.4597, 'location': {'lon': 100.4597, 'lat': 13.7063}, 'city_name': 'Bangkok', 'country_code3': 'TH', 'region_code': '10', 'continent_code': 'AS', 'postal_code': '10110', 'country_name': 'Thailand', 'latitude': 13.7063}","{'country_code2': 'SG', 'timezone': 'Asia/Singapore', 'asn': 16509, 'as_org': 'AMAZON-02', 'ip': '18.142.228.230', 'longitude': 103.8503, 'location': {'lon': 103.8503, 'lat': 1.2868}, 'city_name': 'Singapore', 'country_code3': 'SG', 'continent_code': 'AS', 'postal_code': '17', 'country_name': 'Singapore', 'latitude': 1.2868}",,f88211c9d984,"{'http_user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0', 'http_content_type': 'text/html', 'status': 404, 'url': '/index.php/heartbeat', 'request_headers': [{'value': 'en-US,en;q=0.5', 'name': 'Accept-Language'}, {'value': 'gzip, deflate, br', 'name': 'Accept-Encoding'}], 'http_method': 'POST', 'length': 208, 'protocol': 'HTTP/1.1', 'hostname': '18.142.228.230'}",eth0,,/data/suricata/log/eve.json,,wire/pcap,,TCP,,other,183.89.248.147,64607,,poclab,18.142.228.230,172.31.28.38,2024-12-02T09:23:52.373715+0000,0,Suricata,
2024-12-02T09:26:23.720Z,1,http,,172.31.28.38,80,fileinfo,"{'md5': '85ff4f8ea207078bffa60341c9c2d8f1', 'tx_id': 0, 'magic': 'ASCII text, with no line terminators', 'size': 200, 'stored': False, 'gaps': False, 'filename': '/', 'state': 'CLOSED'}",2178965627535956,"{'country_code2': 'TH', 'timezone': 'Asia/Bangkok', 'region_name': 'Bangkok', 'asn': 45758, 'as_org': 'Triple T Broadband Public Company Limited', 'ip': '183.89.248.147', 'longitude': 100.4597, 'location': {'lon': 100.4597, 'lat': 13.7063}, 'city_name': 'Bangkok', 'country_code3': 'TH', 'region_code': '10', 'continent_code': 'AS', 'postal_code': '10110', 'country_name': 'Thailand', 'latitude': 13.7063}","{'country_code2': 'SG', 'timezone': 'Asia/Singapore', 'asn': 16509, 'as_org': 'AMAZON-02', 'ip': '18.142.228.230', 'longitude': 103.8503, 'location': {'lon': 103.8503, 'lat': 1.2868}, 'city_name': 'Singapore', 'country_code3': 'SG', 'continent_code': 'AS', 'postal_code': '17', 'country_name': 'Singapore', 'latitude': 1.2868}",,f88211c9d984,"{'http_user_agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36', 'http_content_type': 'text/html', 'status': 200, 'url': '/', 'http_method': 'POST', 'length': 9652, 'protocol': 'HTTP/1.1', 'hostname': '18.142.228.230'}",eth0,,/data/suricata/log/eve.json,,wire/pcap,,TCP,,other,183.89.248.147,59794,,poclab,18.142.228.230,172.31.28.38,2024-12-02T09:26:23.720121+0000,,Suricata,
2024-12-02T09:26:23.720Z,1,,,172.31.28.38,80,http,,2178965627535956,"{'country_code2': 'TH', 'timezone': 'Asia/Bangkok', 'region_name': 'Bangkok', 'asn': 45758, 'as_org': 'Triple T Broadband Public Company Limited', 'ip': '183.89.248.147', 'longitude': 100.4597, 'location': {'lon': 100.4597, 'lat': 13.7063}, 'city_name': 'Bangkok', 'country_code3': 'TH', 'region_code': '10', 'continent_code': 'AS', 'postal_code': '10110', 'country_name': 'Thailand', 'latitude': 13.7063}","{'country_code2': 'SG', 'timezone': 'Asia/Singapore', 'asn': 16509, 'as_org': 'AMAZON-02', 'ip': '18.142.228.230', 'longitude': 103.8503, 'location': {'lon': 103.8503, 'lat': 1.2868}, 'city_name': 'Singapore', 'country_code3': 'SG', 'continent_code': 'AS', 'postal_code': '17', 'country_name': 'Singapore', 'latitude': 1.2868}",,f88211c9d984,"{'http_user_agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36', 'http_content_type': 'text/html', 'status': 200, 'url': '/', 'request_headers': [{'value': 'gzip, deflate, br', 'name': 'Accept-Encoding'}, {'value': 'en-US,en;q=0.9', 'name': 'Accept-Language'}], 'http_method': 'POST', 'length': 9652, 'protocol': 'HTTP/1.1', 'hostname': '18.142.228.230'}",eth0,,/data/suricata/log/eve.json,,wire/pcap,,TCP,,other,183.89.248.147,59794,,poclab,18.142.228.230,172.31.28.38,2024-12-02T09:26:23.720121+0000,0,Suricata,
2024-12-02T09:26:23.807Z,1,http,,172.31.28.38,80,fileinfo,"{'md5': 'da2619fa397ec2f0ed94f1965b883951', 'tx_id': 0, 'magic': 'ASCII text, with no line terminators', 'size': 200, 'stored': False, 'gaps': False, 'filename': '/', 'state': 'CLOSED'}",1980979700395025,"{'country_code2': 'TH', 'timezone': 'Asia/Bangkok', 'region_name': 'Bangkok', 'asn': 45758, 'as_org': 'Triple T Broadband Public Company Limited', 'ip': '183.89.248.147', 'longitude': 100.4597, 'location': {'lon': 100.4597, 'lat': 13.7063}, 'city_name': 'Bangkok', 'country_code3': 'TH', 'region_code': '10', 'continent_code': 'AS', 'postal_code': '10110', 'country_name': 'Thailand', 'latitude': 13.7063}","{'country_code2': 'SG', 'timezone': 'Asia/Singapore', 'asn': 16509, 'as_org': 'AMAZON-02', 'ip': '18.142.228.230', 'longitude': 103.8503, 'location': {'lon': 103.8503, 'lat': 1.2868}, 'city_name': 'Singapore', 'country_code3': 'SG', 'continent_code': 'AS', 'postal_code': '17', 'country_name': 'Singapore', 'latitude': 1.2868}",,f88211c9d984,"{'http_user_agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36', 'http_content_type': 'text/html', 'status': 200, 'url': '/', 'http_method': 'POST', 'length': 9652, 'protocol': 'HTTP/1.1', 'hostname': '18.142.228.230'}",eth0,,/data/suricata/log/eve.json,,wire/pcap,,TCP,,other,183.89.248.147,59795,,poclab,18.142.228.230,172.31.28.38,2024-12-02T09:26:23.807826+0000,,Suricata,
2024-12-02T09:26:23.807Z,1,,,172.31.28.38,80,http,,1980979700395025,"{'country_code2': 'TH', 'timezone': 'Asia/Bangkok', 'region_name': 'Bangkok', 'asn': 45758, 'as_org': 'Triple T Broadband Public Company Limited', 'ip': '183.89.248.147', 'longitude': 100.4597, 'location': {'lon': 100.4597, 'lat': 13.7063}, 'city_name': 'Bangkok', 'country_code3': 'TH', 'region_code': '10', 'continent_code': 'AS', 'postal_code': '10110', 'country_name': 'Thailand', 'latitude': 13.7063}","{'country_code2': 'SG', 'timezone': 'Asia/Singapore', 'asn': 16509, 'as_org': 'AMAZON-02', 'ip': '18.142.228.230', 'longitude': 103.8503, 'location': {'lon': 103.8503, 'lat': 1.2868}, 'city_name': 'Singapore', 'country_code3': 'SG', 'continent_code': 'AS', 'postal_code': '17', 'country_name': 'Singapore', 'latitude': 1.2868}",,f88211c9d984,"{'http_user_agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36', 'http_content_type': 'text/html', 'status': 200, 'url': '/', 'request_headers': [{'value': 'gzip, deflate, br', 'name': 'Accept-Encoding'}, {'value': 'en-US,en;q=0.9', 'name': 'Accept-Language'}], 'http_method': 'POST', 'length': 9652, 'protocol': 'HTTP/1.1', 'hostname': '18.142.228.230'}",eth0,,/data/suricata/log/eve.json,,wire/pcap,,TCP,,other,183.89.248.147,59795,,poclab,18.142.228.230,172.31.28.38,2024-12-02T09:26:23.807826+0000,0,Suricata,
2024-12-02T09:26:23.893Z,1,http,,172.31.28.38,80,fileinfo,"{'md5': '5c2fd1c7ab9b0ff460fc39318fc40704', 'tx_id': 0, 'magic': 'ASCII text, with no line terminators', 'size': 205, 'stored': False, 'gaps': False, 'filename': '/', 'state': 'CLOSED'}",2084612915655430,"{'country_code2': 'TH', 'timezone': 'Asia/Bangkok', 'region_name': 'Bangkok', 'asn': 45758, 'as_org': 'Triple T Broadband Public Company Limited', 'ip': '183.89.248.147', 'longitude': 100.4597, 'location': {'lon': 100.4597, 'lat': 13.7063}, 'city_name': 'Bangkok', 'country_code3': 'TH', 'region_code': '10', 'continent_code': 'AS', 'postal_code': '10110', 'country_name': 'Thailand', 'latitude': 13.7063}","{'country_code2': 'SG', 'timezone': 'Asia/Singapore', 'asn': 16509, 'as_org': 'AMAZON-02', 'ip': '18.142.228.230', 'longitude': 103.8503, 'location': {'lon': 103.8503, 'lat': 1.2868}, 'city_name': 'Singapore', 'country_code3': 'SG', 'continent_code': 'AS', 'postal_code': '17', 'country_name': 'Singapore', 'latitude': 1.2868}",,f88211c9d984,"{'http_user_agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36', 'http_content_type': 'text/html', 'status': 200, 'url': '/', 'http_method': 'POST', 'length': 9652, 'protocol': 'HTTP/1.1', 'hostname': '18.142.228.230'}",eth0,,/data/suricata/log/eve.json,,wire/pcap,,TCP,,other,183.89.248.147,59796,,poclab,18.142.228.230,172.31.28.38,2024-12-02T09:26:23.893514+0000,,Suricata,
2024-12-02T09:26:23.893Z,1,,,172.31.28.38,80,http,,2084612915655430,"{'country_code2': 'TH', 'timezone': 'Asia/Bangkok', 'region_name': 'Bangkok', 'asn': 45758, 'as_org': 'Triple T Broadband Public Company Limited', 'ip': '183.89.248.147', 'longitude': 100.4597, 'location': {'lon': 100.4597, 'lat': 13.7063}, 'city_name': 'Bangkok', 'country_code3': 'TH', 'region_code': '10', 'continent_code': 'AS', 'postal_code': '10110', 'country_name': 'Thailand', 'latitude': 13.7063}","{'country_code2': 'SG', 'timezone': 'Asia/Singapore', 'asn': 16509, 'as_org': 'AMAZON-02', 'ip': '18.142.228.230', 'longitude': 103.8503, 'location': {'lon': 103.8503, 'lat': 1.2868}, 'city_name': 'Singapore', 'country_code3': 'SG', 'continent_code': 'AS', 'postal_code': '17', 'country_name': 'Singapore', 'latitude': 1.2868}",,f88211c9d984,"{'http_user_agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36', 'http_content_type': 'text/html', 'status': 200, 'url': '/', 'request_headers': [{'value': 'gzip, deflate, br', 'name': 'Accept-Encoding'}, {'value': 'en-US,en;q=0.9', 'name': 'Accept-Language'}], 'http_method': 'POST', 'length': 9652, 'protocol': 'HTTP/1.1', 'hostname': '18.142.228.230'}",eth0,,/data/suricata/log/eve.json,,wire/pcap,,TCP,,other,183.89.248.147,59796,,poclab,18.142.228.230,172.31.28.38,2024-12-02T09:26:23.893514+0000,0,Suricata,
2024-12-02T09:26:23.981Z,1,http,,172.31.28.38,80,fileinfo,"{'md5': '9af09f7e09786b03fb6b53f59d561d22', 'tx_id': 0, 'magic': 'ASCII text, with no line terminators', 'size': 183, 'stored': False, 'gaps': False, 'filename': '/', 'state': 'CLOSED'}",2169943260617506,"{'country_code2': 'TH', 'timezone': 'Asia/Bangkok', 'region_name': 'Bangkok', 'asn': 45758, 'as_org': 'Triple T Broadband Public Company Limited', 'ip': '183.89.248.147', 'longitude': 100.4597, 'location': {'lon': 100.4597, 'lat': 13.7063}, 'city_name': 'Bangkok', 'country_code3': 'TH', 'region_code': '10', 'continent_code': 'AS', 'postal_code': '10110', 'country_name': 'Thailand', 'latitude': 13.7063}","{'country_code2': 'SG', 'timezone': 'Asia/Singapore', 'asn': 16509, 'as_org': 'AMAZON-02', 'ip': '18.142.228.230', 'longitude': 103.8503, 'location': {'lon': 103.8503, 'lat': 1.2868}, 'city_name': 'Singapore', 'country_code3': 'SG', 'continent_code': 'AS', 'postal_code': '17', 'country_name': 'Singapore', 'latitude': 1.2868}",,f88211c9d984,"{'http_user_agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36', 'http_content_type': 'text/html', 'status': 200, 'url': '/', 'http_method': 'POST', 'length': 9652, 'protocol': 'HTTP/1.1', 'hostname': '18.142.228.230'}",eth0,,/data/suricata/log/eve.json,,wire/pcap,,TCP,,other,183.89.248.147,59797,,poclab,18.142.228.230,172.31.28.38,2024-12-02T09:26:23.981669+0000,,Suricata,
2024-12-02T09:26:23.981Z,1,,,172.31.28.38,80,http,,2169943260617506,"{'country_code2': 'TH', 'timezone': 'Asia/Bangkok', 'region_name': 'Bangkok', 'asn': 45758, 'as_org': 'Triple T Broadband Public Company Limited', 'ip': '183.89.248.147', 'longitude': 100.4597, 'location': {'lon': 100.4597, 'lat': 13.7063}, 'city_name': 'Bangkok', 'country_code3': 'TH', 'region_code': '10', 'continent_code': 'AS', 'postal_code': '10110', 'country_name': 'Thailand', 'latitude': 13.7063}","{'country_code2': 'SG', 'timezone': 'Asia/Singapore', 'asn': 16509, 'as_org': 'AMAZON-02', 'ip': '18.142.228.230', 'longitude': 103.8503, 'location': {'lon': 103.8503, 'lat': 1.2868}, 'city_name': 'Singapore', 'country_code3': 'SG', 'continent_code': 'AS', 'postal_code': '17', 'country_name': 'Singapore', 'latitude': 1.2868}",,f88211c9d984,"{'http_user_agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36', 'http_content_type': 'text/html', 'status': 200, 'url': '/', 'request_headers': [{'value': 'gzip, deflate, br', 'name': 'Accept-Encoding'}, {'value': 'en-US,en;q=0.9', 'name': 'Accept-Language'}], 'http_method': 'POST', 'length': 9652, 'protocol': 'HTTP/1.1', 'hostname': '18.142.228.230'}",eth0,,/data/suricata/log/eve.json,,wire/pcap,,TCP,,other,183.89.248.147,59797,,poclab,18.142.228.230,172.31.28.38,2024-12-02T09:26:23.981669+0000,0,Suricata,
